date,page,query,clicks,ctr,impressions,position
2022-06-24,https://de.misumi-ec.com/vona2/mech/M1900000000/M1901000000/M1901010000/,pneumatikzylinder,2,6.666666666666667,30,15.07
2022-06-24,https://de.misumi-ec.com/vona2/mech_screw/,bolzen,2,0.975609756097561,205,7.4
2022-06-24,https://de.misumi-ec.com/vona2/mech_screw/M1809000000/,sicherungsring,2,1.2987012987012987,154,6.3
2022-06-24,https://de.misumi-ec.com/vona2/mech_screw/M3304000000/M3304020000/,gewindeeinsatz,2,2.7777777777777777,72,4.75
2022-06-24,https://de.misumi-ec.com/,mishumi,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumi europe gmbh,1,25.0,4,1.25
2022-06-24,https://de.misumi-ec.com/,misumi japan,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/,misumi katalog,1,25.0,4,1.25
2022-06-24,https://de.misumi-ec.com/,misumi logo,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumi shop,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/,misumi#,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumi-europe,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumii,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumio,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/,misumiu,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/de/marken/partner-marken/alpha-gel/,alphagel,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/de/produkte/produktempfehlungen/linearfuehrungen/,linearführung set,1,100.0,1,37.0
2022-06-24,https://de.misumi-ec.com/de/produkte/produktempfehlungen/linearfuehrungen/,misumi linearführung,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/de/produkte/produktempfehlungen/wellenkupplungen/,misumi kupplung,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/de/service/katalog-anfordern/katalog-fuer-stanzwerkzeugbau-anfordern/,misumi katalog,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/de/unternehmen/misumi-europa/,misumi,1,0.17421602787456447,574,1.02
2022-06-24,https://de.misumi-ec.com/de/unternehmen/misumi-europa/,misumi europa,1,3.7037037037037033,27,1.26
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,10 h6,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,20h7 passung,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,30h7 passung,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,32 h7 tolerance,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,48 h7,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,60 h7,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,bohrung h7,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,bohrung h9,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,einheitswelle tabelle,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,f6 passung,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,f8 toleranz,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h6 passung,1,25.0,4,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h7 bohrung,1,25.0,4,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h7 welle,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h8 passung,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h9 passung,1,25.0,4,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,h9 toleranz,1,20.0,5,3.6
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,j6 passung,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passmaß,1,16.666666666666664,6,6.17
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung,1,2.0,50,5.66
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung 20h7,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung d10,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung f9,1,100.0,1,3.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung g6,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung h10,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung h6,1,16.666666666666664,6,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung h8,1,25.0,4,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung k6,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung r6,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung welle,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passung welle bohrung,1,50.0,2,1.5
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungen h7,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungen tabelle pdf,1,8.333333333333332,12,4.25
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungen und toleranzen,1,50.0,2,6.5
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungsauswahl,1,33.33333333333333,3,4.67
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungsauswahl tabelle,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungsempfehlung,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,passungstabelle h7,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,presspassung h7,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,presspassungen,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,schrumpfpassung,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,spielpassung,1,5.555555555555555,18,5.67
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,stift passung,1,100.0,1,3.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranz f7,1,50.0,2,2.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranz f7 bohrung,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranz f8,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranz h9,1,3.571428571428571,28,3.86
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranz m6,1,25.0,4,2.25
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranzen f7,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranzen für wellen,1,16.666666666666664,6,7.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,toleranzen h7,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,welle h7,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/2014/P1_2287-2288_F80_DE.pdf,zylinderstift passung,1,100.0,1,8.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/p2863.pdf,adc12 aluminium datenblatt,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/p2863.pdf,adc12 equivalent,1,50.0,2,4.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/p2863.pdf,c3604 jis,1,100.0,1,4.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/p2_0359.pdf,pu temperaturbeständigkeit,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/fa/p2_0359.pdf,pur polyurethan,1,100.0,1,13.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1225.pdf,punching force calculation pdf,1,50.0,2,6.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1255.pdf,en material hardness chart pdf,1,50.0,2,3.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1255.pdf,material hardness chart in hrc pdf,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1255.pdf,material hardness in hrc,1,100.0,1,3.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1257.pdf,machining symbols,1,2.083333333333333,48,9.17
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,12h7 hole tolerance,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,15f7 tolerance,1,50.0,2,3.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,25h8 tolerance,1,50.0,2,6.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,4h7 tolerance,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,5h7 hole tolerance,1,50.0,2,2.5
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,6h7 tolerance chart,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,g7 hole tolerance,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,g7 tolerance,1,16.666666666666664,6,4.67
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,g7 tolerance chart,1,25.0,4,2.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,h4 tolerance,1,50.0,2,4.5
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,h7 tolerance chart,1,2.5,40,5.98
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,h7 tolerance chart in mm,1,4.166666666666666,24,6.21
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,hole h7,1,33.33333333333333,3,3.67
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,m7 tolerance,1,25.0,4,2.5
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,metric h7 tolerance,1,100.0,1,8.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,tabel tolerante h7,1,50.0,2,3.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1263.pdf,tolerances h7,1,50.0,2,3.5
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1265.pdf,jis b 0408-c,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1265.pdf,jis standard tolerance table,1,100.0,1,3.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1271.pdf,bolt load capacity table pdf,1,25.0,4,7.25
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1271.pdf,bolt load carrying capacity in kg,1,9.090909090909092,11,3.64
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1271.pdf,m6 screw load capacity,1,25.0,4,1.0
2022-06-24,https://de.misumi-ec.com/pdf/press/us_12e_pr1271.pdf,shear strength of m6 bolt,1,50.0,2,5.5
2022-06-24,https://de.misumi-ec.com/pdf/vona/el/EHA1/EHA1_8047822_Datasheet_de_1.pdf,ventilstecker belegung,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/pdf/vona/el/SME1/SME1_1431045-BP_Data_sheet_de1.pdf,3rv2031-4ka10,1,100.0,1,16.0
2022-06-24,https://de.misumi-ec.com/pdf/vona/el/SME1/SME1_1727798-BP_Data_sheet_de1.pdf,3va9157-0pk11,1,50.0,2,9.0
2022-06-24,https://de.misumi-ec.com/pdf/vona/el/SME1/SME1_1738144-BP_Data_sheet_de1.pdf,8ud1171-2ad15,1,50.0,2,5.0
2022-06-24,https://de.misumi-ec.com/pdf/vona/el/SME1/SME1_1742953-BP_Data_sheet_de1.pdf,3ld2103-1tl53,1,100.0,1,65.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100141570/,passhülse,1,10.0,10,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100141570/,passhülsen,1,33.33333333333333,3,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100159430/?HissuCode=BSPK38-LC222,lc222,1,50.0,2,3.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100161440/,einspannzapfen,1,11.11111111111111,9,4.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100164510/,führungsbuchse mit flansch,1,100.0,1,9.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110100184810/?HissuCode=WL5-35,wl 35,1,100.0,1,7.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110200125230/,wärmeleitpatrone,1,33.33333333333333,3,2.67
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300009220/,misumi wellenhalter,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300013850/,welle abgeflacht,1,100.0,1,7.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300021030/,hülse mit passfedernut,1,100.0,1,4.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300027060/,linearkugellager edelstahl,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300031960/,buchsen mit bund,1,100.0,1,4.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300031960/,gleitlagerbuchse bronze,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300031960/,gleitlagerbuchsen bronze,1,33.33333333333333,3,1.67
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300031960/,lagerbuchse mit bund,1,33.33333333333333,3,5.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300032570/,messing gleitlager schmieren,1,100.0,1,10.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300071160/,schiene mit kugellager,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300093220/,achsbolzen mit gewinde,1,100.0,1,2.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300117970/,axialrollenlager,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300125940/,wellenkupplung passfeder,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300126550/,cpbsc,1,100.0,1,3.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300193750/,schwalbenschwanzführung,1,4.0,25,8.04
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300208270/,rundstange mit innengewinde,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300230060/,rundrohr dickwandig,1,100.0,1,11.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300230330/,edelstahlrohr dickwandig,1,25.0,4,2.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300230330/,edelstahlrohre dickwandig,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300231030/,keramik stange,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300234170/,metallhülse,1,20.0,5,1.8
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300234440/,distanzhülsen stahl,1,12.5,8,2.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300234440/,distanzhülsen stahl verzinkt,1,100.0,1,5.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300234440/,stahlhülse,1,11.11111111111111,9,3.11
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300234620/,distanzhülsen nach maß,1,16.666666666666664,6,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300236630/,keramik hülsen,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300239860/,kunststoff abdeckkappen für bohrungen,1,25.0,4,9.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300240650/,schraube unterlegscheibe federring,1,100.0,1,9.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300245640/,ansatzschrauben,1,50.0,2,5.5
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300250450/,mutter innensechskant,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300252210/,unterlegscheibe keilförmig,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300255710/,passstift h7,1,50.0,2,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300258420/,sicherungsscheibe für wellen,1,33.33333333333333,3,5.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300262960/,zylindrische magnete,1,100.0,1,1.0
2022-06-24,https://de.misumi-ec.com/vona2/detail/110300266550/,zugfeder lang,1,50.0,2,3.0
